gender;category;product;fabric_type;composition;usage_hint;co2_kg_per_kg
Women;Tops;Tişört;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Tişört;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Tişört;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Tişört;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Tişört;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Tişört;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Tişört;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Tişört;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Tişört;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Tişört;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Tişört;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Tişört;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Tişört;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Tişört;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Tişört;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Tişört;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Tişört;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Tişört;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Tişört;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Tişört;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Tişört;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Tişört;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Tişört;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Tişört;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Tişört;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Tişört;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Tişört;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Tişört;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Tişört;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Tişört;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Tişört;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Tişört;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Tişört;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Tişört;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Tişört;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Tişört;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Tişört;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Tişört;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Tişört;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Tişört;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Tişört;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Tişört;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Tişört;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Bluz;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Bluz;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Bluz;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Bluz;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Bluz;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Bluz;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Bluz;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Bluz;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Bluz;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Bluz;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Bluz;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Bluz;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Bluz;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Bluz;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Bluz;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Bluz;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Bluz;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Bluz;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Bluz;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Bluz;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Bluz;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Bluz;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Bluz;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Bluz;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Bluz;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Bluz;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Bluz;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Bluz;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Bluz;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Bluz;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Bluz;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Bluz;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Bluz;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Bluz;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Bluz;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Bluz;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Bluz;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Bluz;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Bluz;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Bluz;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Bluz;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Bluz;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Bluz;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Gömlek;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Gömlek;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Gömlek;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Gömlek;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Gömlek;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Gömlek;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Gömlek;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Gömlek;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Gömlek;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Gömlek;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Gömlek;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Gömlek;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Gömlek;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Gömlek;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Gömlek;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Gömlek;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Gömlek;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Gömlek;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Gömlek;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Gömlek;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Gömlek;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Gömlek;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Gömlek;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Gömlek;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Gömlek;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Gömlek;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Gömlek;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Gömlek;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Gömlek;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Gömlek;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Gömlek;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Gömlek;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Gömlek;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Gömlek;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Gömlek;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Gömlek;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Gömlek;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Gömlek;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Gömlek;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Gömlek;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Gömlek;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Gömlek;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Gömlek;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Sweatshirt;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Sweatshirt;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Sweatshirt;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Sweatshirt;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Sweatshirt;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Sweatshirt;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Sweatshirt;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Sweatshirt;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Sweatshirt;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Sweatshirt;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Sweatshirt;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Sweatshirt;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Sweatshirt;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Sweatshirt;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Sweatshirt;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Sweatshirt;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Sweatshirt;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Sweatshirt;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Sweatshirt;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Sweatshirt;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Sweatshirt;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Sweatshirt;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Sweatshirt;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Sweatshirt;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Sweatshirt;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Sweatshirt;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Sweatshirt;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Sweatshirt;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Sweatshirt;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Sweatshirt;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Sweatshirt;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Sweatshirt;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Sweatshirt;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Sweatshirt;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Sweatshirt;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Sweatshirt;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Sweatshirt;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Sweatshirt;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Sweatshirt;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Sweatshirt;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Sweatshirt;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Sweatshirt;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Sweatshirt;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Kazak;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Kazak;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Kazak;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Kazak;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Kazak;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Kazak;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Kazak;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Kazak;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Kazak;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Kazak;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Kazak;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Kazak;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Kazak;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Kazak;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Kazak;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Kazak;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Kazak;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Kazak;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Kazak;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Kazak;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Kazak;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Kazak;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Kazak;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Kazak;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Kazak;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Kazak;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Kazak;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Kazak;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Kazak;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Kazak;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Kazak;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Kazak;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Kazak;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Kazak;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Kazak;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Kazak;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Kazak;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Kazak;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Kazak;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Kazak;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Kazak;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Kazak;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Kazak;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Hırka;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Hırka;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Hırka;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Hırka;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Hırka;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Hırka;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Hırka;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Hırka;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Hırka;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Hırka;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Hırka;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Hırka;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Hırka;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Hırka;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Hırka;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Hırka;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Hırka;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Hırka;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Hırka;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Hırka;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Hırka;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Hırka;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Hırka;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Hırka;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Hırka;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Hırka;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Hırka;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Hırka;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Hırka;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Hırka;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Hırka;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Hırka;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Hırka;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Hırka;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Hırka;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Hırka;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Hırka;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Hırka;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Hırka;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Hırka;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Hırka;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Hırka;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Hırka;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Polo yaka tişört;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Polo yaka tişört;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Polo yaka tişört;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
